AgeGroup,Gender,CityTier,Occupation,PlayFrequency,PlayingLevel,PlayLocation,Motivation_1,Motivation_2,RacketsOwned,PrimaryBrand,StringChangeFreq,Factor_1,Factor_2,LastPurchase,PurchaseChannel,Item_1,Item_2,PlayerType,BrandImportance,WillingToPayPremium,UsesFitnessApps,InterestInTracking,InterestInRecommendations,MonthlySpend,TooExpensivePrice,ScenarioResponse,InterestLevel,InterestBinary,EngagementScore,SeriousnessIndex,SpendingScore
18-24,Male,Tier 1,Student,1-2/week,Advanced,Outdoor,Stress relief,Fitness,2,Li-Ning,2-3 months,Brand,Performance,1-3 months,Online,Apparel,,Competitive player,Very important,Yes,No,Yes,Yes,3000+,10000+,Buy branded,Likely,1,6,9,9
25-34,Female,Tier 1,Working Professional,1-2/week,Beginner,Outdoor,Stress relief,Competition,1,Others,2-3 months,Price,Performance,1-3 months,Brand store,Shoes,,Casual player,Somewhat important,Maybe,Yes,Maybe,Maybe,500-1500,5000-10000,Skip,Neutral,0,4,5,4
18-24,Male,Tier 1,Student,1-2/week,Competitive,Indoor courts,Competition,Fitness,3+,Yonex,Monthly,Brand,Performance,1-3 months,Online,Shuttlecocks,Grips,Competitive player,Very important,No,Yes,Yes,Yes,1500-3000,5000-10000,Borrow,Very likely,1,7,11,7
Under 18,Male,Tier 1,Student,1-2/week,Intermediate,Society/club,Socializing,,1,Yonex,Monthly,Brand,Price,1-3 months,Online,Shuttlecocks,,Fitness-focused,Somewhat important,Maybe,No,Yes,No,3000+,2000-5000,Borrow,Very likely,1,5,7,8
18-24,Male,Tier 2,Student,1-2/week,Beginner,Society/club,Competition,,1,Li-Ning,Rarely,Price,Performance,3-6 months,Online,Shoes,Grips,Casual player,Somewhat important,No,No,Yes,Maybe,0-500,<2000,Skip,Neutral,0,4,5,2
18-24,Male,Tier 2,Student,1-2/week,Advanced,Society/club,Fitness,Socializing,3+,Yonex,Monthly,Price,Performance,>6 months,Online,Strings,Shuttlecocks,Competitive player,Very important,Yes,No,Yes,Maybe,500-1500,2000-5000,Buy branded,Very likely,1,6,9,5
18-24,Female,Tier 1,Student,3-5/week,Advanced,Indoor courts,Stress relief,,1,Yonex,2-3 months,Performance,,1-3 months,Brand store,Shoes,Shuttlecocks,Casual player,Somewhat important,Yes,Yes,Yes,Yes,500-1500,<2000,Buy immediately,Very likely,1,7,10,4
18-24,Male,Tier 3,Student,3-5/week,Beginner,Society/club,Competition,,1,Yonex,Never,Price,Brand,<1 month,Brand store,Apparel,Shuttlecocks,Casual player,Very important,Yes,Yes,Maybe,Yes,1500-3000,2000-5000,Buy immediately,Likely,1,5,6,7
Under 18,Male,Tier 1,Others,Daily,Advanced,Indoor courts,Fitness,,2,Decathlon,Rarely,Performance,Brand,<1 month,Brand store,Grips,Shoes,Fitness-focused,Somewhat important,No,Yes,Yes,Yes,1500-3000,10000+,Buy immediately,Likely,1,8,11,6
Under 18,Male,Tier 1,Others,Daily,Competitive,Society/club,Fitness,,3+,Decathlon,Monthly,Performance,Brand,<1 month,Online,Grips,Strings,Competitive player,Not important,Yes,Yes,Yes,Yes,1500-3000,2000-5000,Skip,Very likely,1,9,13,6
45+,Male,Tier 1,Others,3-5/week,Beginner,Indoor courts,Competition,Fitness,1,Decathlon,Rarely,Price,,1-3 months,Online,Grips,Apparel,Casual player,Somewhat important,Maybe,No,Maybe,Yes,0-500,<2000,Skip,Very likely,1,5,6,2
18-24,Male,Tier 2,Student,Daily,Competitive,Indoor courts,Competition,,2,Yonex,Monthly,Recommendation,Price,<1 month,Online,Grips,Shuttlecocks,Aspiring professional,Very important,Yes,Yes,Yes,Yes,3000+,5000-10000,Buy immediately,Very likely,1,9,13,9
18-24,Male,Tier 2,Student,3-5/week,Competitive,Society/club,Socializing,Fitness,3+,Yonex,2-3 months,Price,,1-3 months,Offline store,Apparel,Shuttlecocks,Competitive player,Very important,Maybe,Yes,Yes,Maybe,3000+,10000+,Buy branded,Very likely,1,8,12,9
25-34,Male,Tier 1,Working Professional,Occasionally,Beginner,Outdoor,Stress relief,Fitness,2,Li-Ning,Rarely,Price,Performance,>6 months,Online,Grips,Strings,Aspiring professional,Not important,Maybe,No,Yes,Maybe,0-500,<2000,Skip,Likely,1,3,4,2
18-24,Male,Tier 1,Working Professional,Daily,Competitive,Society/club,Competition,Stress relief,3+,Decathlon,Monthly,Price,,<1 month,Brand store,Strings,Grips,Competitive player,Very important,Yes,Yes,Yes,No,1500-3000,10000+,Buy branded,Very likely,1,9,13,7
45+,Male,Tier 3,Working Professional,1-2/week,Competitive,Society/club,Stress relief,Fitness,2,Yonex,Monthly,Performance,Price,3-6 months,Offline store,Strings,Apparel,Aspiring professional,Somewhat important,Yes,Yes,Maybe,Maybe,1500-3000,2000-5000,Buy immediately,Likely,1,7,11,6
35-44,Male,Tier 3,Working Professional,Rarely,Beginner,Outdoor,Socializing,,1,Decathlon,Rarely,Brand,,3-6 months,Online,Strings,Shuttlecocks,Casual player,Very important,Yes,Yes,Yes,Maybe,0-500,2000-5000,Borrow,Likely,1,2,3,3
Under 18,Female,Tier 1,Student,Occasionally,Beginner,Society/club,Socializing,Stress relief,2,Decathlon,Never,Price,Brand,>6 months,Offline store,Shoes,,Casual player,Very important,Yes,No,Maybe,Maybe,0-500,<2000,Skip,Likely,1,3,4,3
18-24,Male,Tier 1,Student,1-2/week,Intermediate,Indoor courts,Socializing,Competition,1,Li-Ning,Monthly,Recommendation,Performance,1-3 months,Online,Shuttlecocks,Apparel,Fitness-focused,Very important,Yes,No,Maybe,Maybe,1500-3000,2000-5000,Skip,Very likely,1,5,7,7
35-44,Male,Tier 2,Others,Rarely,Intermediate,Society/club,Competition,Socializing,2,Li-Ning,2-3 months,Performance,,1-3 months,Online,Strings,,Casual player,Very important,Yes,Yes,Yes,Yes,1500-3000,2000-5000,Buy immediately,Very likely,1,3,5,7
45+,Male,Tier 2,Business Owner,1-2/week,Beginner,Indoor courts,Fitness,Stress relief,1,Yonex,Never,Performance,Recommendation,3-6 months,Offline store,Shuttlecocks,Grips,Fitness-focused,Not important,No,No,Maybe,Yes,0-500,<2000,Skip,Likely,1,4,5,2
18-24,Male,Tier 1,Working Professional,Daily,Advanced,Society/club,Fitness,,3+,Yonex,2-3 months,Recommendation,Brand,1-3 months,Brand store,Strings,Shuttlecocks,Aspiring professional,Somewhat important,No,No,Yes,Yes,500-1500,2000-5000,Buy branded,Neutral,0,8,11,4
25-34,Female,Tier 3,Working Professional,Rarely,Beginner,Outdoor,Fitness,Competition,2,Others,Never,Brand,Performance,3-6 months,Brand store,Shoes,Apparel,Fitness-focused,Not important,Maybe,Yes,Maybe,No,0-500,2000-5000,Borrow,Neutral,0,2,3,2
18-24,Male,Tier 2,Working Professional,Occasionally,Intermediate,Society/club,Fitness,,1,Li-Ning,Monthly,Brand,Performance,>6 months,Online,Shoes,Strings,Fitness-focused,Very important,No,No,Yes,Maybe,1500-3000,2000-5000,Buy branded,Neutral,0,4,6,7
45+,Female,Tier 2,Business Owner,1-2/week,Advanced,Society/club,Socializing,Fitness,3+,Yonex,Monthly,Price,Brand,>6 months,Offline store,Strings,Shoes,Fitness-focused,Very important,Maybe,Yes,Yes,Yes,3000+,2000-5000,Buy branded,Very likely,1,6,9,9
18-24,Male,Tier 2,Working Professional,Occasionally,Beginner,Society/club,Socializing,Competition,1,Decathlon,Rarely,Price,Recommendation,3-6 months,Offline store,Shuttlecocks,Grips,Fitness-focused,Not important,No,No,Yes,Maybe,1500-3000,10000+,Skip,Very likely,1,3,4,6
45+,Male,Tier 3,Working Professional,Occasionally,Beginner,Society/club,Socializing,,1,Li-Ning,Monthly,Recommendation,Performance,3-6 months,Online,Strings,Shuttlecocks,Fitness-focused,Very important,Maybe,Yes,Maybe,Yes,0-500,<2000,Skip,Likely,1,3,4,3
25-34,Female,Tier 3,Working Professional,3-5/week,Competitive,Outdoor,Fitness,,3+,Yonex,2-3 months,Price,Brand,1-3 months,Online,Shoes,Strings,Competitive player,Very important,Maybe,No,Yes,Yes,3000+,5000-10000,Buy immediately,Very likely,1,8,12,9
25-34,Male,Tier 1,Working Professional,3-5/week,Advanced,Society/club,Socializing,Competition,3+,Yonex,2-3 months,Recommendation,,1-3 months,Brand store,Strings,,Fitness-focused,Somewhat important,Yes,No,Yes,Maybe,500-1500,2000-5000,Buy immediately,Neutral,0,7,10,4
25-34,Male,Tier 1,Working Professional,1-2/week,Competitive,Indoor courts,Stress relief,,2,Others,2-3 months,Price,Brand,<1 month,Brand store,Shuttlecocks,Grips,Fitness-focused,Very important,Maybe,No,Yes,Yes,1500-3000,5000-10000,Buy branded,Likely,1,7,11,7
18-24,Male,Tier 2,Working Professional,Rarely,Beginner,Outdoor,Competition,Socializing,1,Yonex,Rarely,Performance,,3-6 months,Offline store,Apparel,,Casual player,Not important,Maybe,No,Yes,Yes,500-1500,<2000,Borrow,Very likely,1,2,3,4
18-24,Female,Tier 1,Others,Daily,Competitive,Indoor courts,Socializing,,2,Yonex,Rarely,Price,Brand,3-6 months,Brand store,Grips,Shuttlecocks,Competitive player,Somewhat important,Yes,Yes,Yes,Yes,3000+,5000-10000,Buy branded,Neutral,0,9,13,8
18-24,Male,Tier 2,Student,Occasionally,Beginner,Outdoor,Competition,Fitness,1,Yonex,Rarely,Price,,>6 months,Offline store,Shuttlecocks,,Fitness-focused,Somewhat important,No,Yes,Yes,Maybe,1500-3000,2000-5000,Buy branded,Likely,1,3,4,6
18-24,Female,Tier 3,Student,Daily,Intermediate,Society/club,Socializing,,2,Yonex,2-3 months,Recommendation,,3-6 months,Offline store,Shuttlecocks,Apparel,Casual player,Somewhat important,Maybe,Yes,No,Yes,3000+,10000+,Buy branded,Unlikely,0,7,9,8
35-44,Male,Tier 2,Working Professional,1-2/week,Intermediate,Society/club,Competition,,1,Decathlon,Never,Performance,Brand,<1 month,Online,Shoes,Grips,Fitness-focused,Somewhat important,Yes,No,Yes,Yes,500-1500,5000-10000,Buy immediately,Unlikely,0,5,7,4
18-24,Female,Tier 3,Working Professional,1-2/week,Intermediate,Indoor courts,Fitness,,3+,Others,Monthly,Price,Brand,<1 month,Brand store,Strings,,Fitness-focused,Somewhat important,No,Yes,Maybe,Maybe,500-1500,<2000,Buy branded,Likely,1,5,7,4
Under 18,Male,Tier 1,Student,Occasionally,Beginner,Indoor courts,Competition,Socializing,1,Decathlon,Never,Brand,,1-3 months,Brand store,Shuttlecocks,,Casual player,Somewhat important,Maybe,Yes,Yes,No,500-1500,2000-5000,Buy immediately,Neutral,0,3,4,4
45+,Female,Tier 3,Working Professional,Daily,Intermediate,Outdoor,Fitness,,1,Yonex,Rarely,Brand,,>6 months,Offline store,Grips,Shuttlecocks,Casual player,Very important,Yes,No,Yes,Maybe,1500-3000,2000-5000,Buy immediately,Likely,1,7,9,7
35-44,Male,Tier 3,Working Professional,1-2/week,Beginner,Society/club,Socializing,Fitness,1,Decathlon,Never,Performance,,<1 month,Offline store,Apparel,Strings,Fitness-focused,Somewhat important,Maybe,No,Yes,No,500-1500,2000-5000,Skip,Likely,1,4,5,4
45+,Female,Tier 1,Working Professional,1-2/week,Intermediate,Outdoor,Competition,,2,Yonex,Monthly,Price,Brand,1-3 months,Offline store,Shuttlecocks,Grips,Fitness-focused,Very important,No,Yes,No,Yes,0-500,2000-5000,Buy immediately,Likely,1,5,7,3
45+,Male,Tier 2,Business Owner,Daily,Competitive,Society/club,Stress relief,Fitness,2,Yonex,Never,Price,,1-3 months,Online,Strings,,Competitive player,Not important,Maybe,No,Yes,Yes,3000+,2000-5000,Borrow,Very likely,1,9,13,8
18-24,Male,Tier 1,Student,3-5/week,Intermediate,Outdoor,Stress relief,Fitness,1,Yonex,Monthly,Recommendation,,1-3 months,Online,Shuttlecocks,Grips,Fitness-focused,Somewhat important,Maybe,No,No,Maybe,3000+,2000-5000,Buy immediately,Neutral,0,6,8,8
18-24,Male,Tier 3,Student,Occasionally,Beginner,Outdoor,Competition,Fitness,1,Decathlon,Rarely,Recommendation,Brand,3-6 months,Online,Shoes,,Casual player,Not important,Maybe,Yes,Maybe,No,1500-3000,5000-10000,Skip,Likely,1,3,4,6
35-44,Male,Tier 2,Business Owner,1-2/week,Intermediate,Society/club,Stress relief,Socializing,3+,Yonex,Monthly,Performance,Recommendation,1-3 months,Online,Shuttlecocks,Shoes,Fitness-focused,Very important,Yes,No,Maybe,Maybe,3000+,5000-10000,Buy branded,Very likely,1,5,7,9
25-34,Male,Tier 1,Working Professional,3-5/week,Advanced,Society/club,Competition,Socializing,2,Yonex,Monthly,Performance,,<1 month,Offline store,Shuttlecocks,,Competitive player,Somewhat important,Yes,No,No,Yes,3000+,5000-10000,Buy branded,Likely,1,7,10,8
18-24,Female,Tier 2,Student,1-2/week,Beginner,Outdoor,Fitness,Socializing,1,Others,Never,Brand,Performance,3-6 months,Online,Strings,,Casual player,Somewhat important,Maybe,Yes,No,Maybe,0-500,2000-5000,Buy immediately,Neutral,0,4,5,2
35-44,Female,Tier 2,Working Professional,Rarely,Intermediate,Indoor courts,Fitness,,2,Others,Rarely,Performance,Recommendation,1-3 months,Online,Shuttlecocks,Shoes,Casual player,Very important,Maybe,No,Yes,Yes,500-1500,2000-5000,Buy immediately,Very likely,1,3,5,5
18-24,Male,Tier 1,Student,Daily,Intermediate,Outdoor,Stress relief,,2,Yonex,2-3 months,Performance,Brand,<1 month,Online,Strings,Shoes,Casual player,Somewhat important,Yes,Yes,Maybe,No,500-1500,<2000,Buy branded,Neutral,0,7,9,4
18-24,Female,Tier 1,Student,1-2/week,Intermediate,Society/club,Competition,,2,Yonex,Monthly,Recommendation,Performance,<1 month,Offline store,Grips,,Casual player,Somewhat important,Maybe,Yes,Yes,Yes,1500-3000,2000-5000,Buy immediately,Very likely,1,5,7,6
25-34,Male,Tier 2,Others,Daily,Intermediate,Society/club,Competition,Fitness,2,Decathlon,2-3 months,Brand,Recommendation,<1 month,Offline store,Grips,Shuttlecocks,Casual player,Very important,Yes,No,Maybe,Maybe,1500-3000,<2000,Buy immediately,Neutral,0,7,9,7
25-34,Male,Tier 2,Business Owner,Daily,Advanced,Indoor courts,Fitness,Stress relief,2,Yonex,Monthly,Price,Brand,<1 month,Online,Shuttlecocks,Shoes,Competitive player,Very important,Yes,Yes,Yes,Yes,1500-3000,5000-10000,Buy branded,Likely,1,8,11,7
25-34,Female,Tier 3,Business Owner,3-5/week,Intermediate,Outdoor,Socializing,,2,Others,2-3 months,Price,Brand,3-6 months,Online,Shoes,Apparel,Fitness-focused,Somewhat important,Maybe,No,Maybe,Maybe,1500-3000,2000-5000,Buy immediately,Neutral,0,6,8,6
Under 18,Female,Tier 3,Others,1-2/week,Intermediate,Society/club,Fitness,Competition,1,Yonex,Rarely,Recommendation,Brand,1-3 months,Offline store,Grips,,Fitness-focused,Somewhat important,Maybe,No,No,Maybe,1500-3000,2000-5000,Borrow,Unlikely,0,5,7,6
35-44,Prefer not to say,Tier 2,Working Professional,Occasionally,Beginner,Outdoor,Fitness,,1,Yonex,Never,Price,Performance,3-6 months,Online,Grips,Shuttlecocks,Competitive player,Somewhat important,Yes,No,Maybe,Maybe,0-500,2000-5000,Buy branded,Likely,1,3,4,2
18-24,Male,Tier 3,Student,3-5/week,Intermediate,Society/club,Fitness,Socializing,2,Yonex,2-3 months,Performance,Price,<1 month,Offline store,Strings,Shuttlecocks,Competitive player,Not important,Yes,No,Yes,Yes,500-1500,<2000,Buy immediately,Neutral,0,6,8,4
Under 18,Female,Tier 2,Student,1-2/week,Intermediate,Indoor courts,Competition,,1,Li-Ning,2-3 months,Performance,Price,>6 months,Offline store,Shoes,,Fitness-focused,Very important,Yes,Yes,Maybe,Maybe,500-1500,<2000,Skip,Likely,1,5,7,5
35-44,Male,Tier 2,Business Owner,1-2/week,Beginner,Outdoor,Competition,Stress relief,2,Decathlon,Rarely,Price,Recommendation,>6 months,Online,Strings,Grips,Casual player,Somewhat important,Maybe,Yes,Yes,Maybe,500-1500,5000-10000,Skip,Neutral,0,4,5,4
45+,Male,Tier 1,Business Owner,3-5/week,Intermediate,Society/club,Stress relief,Fitness,1,Decathlon,Monthly,Price,Performance,3-6 months,Brand store,Grips,Shuttlecocks,Competitive player,Not important,Maybe,No,Yes,No,0-500,5000-10000,Skip,Unlikely,0,6,8,2
35-44,Male,Tier 1,Working Professional,1-2/week,Beginner,Outdoor,Socializing,Stress relief,2,Others,Never,Recommendation,,1-3 months,Online,Shoes,Shuttlecocks,Casual player,Somewhat important,Maybe,No,Maybe,Yes,0-500,2000-5000,Skip,Neutral,0,4,5,2
35-44,Prefer not to say,Tier 2,Working Professional,Occasionally,Beginner,Society/club,Stress relief,Competition,1,Yonex,Never,Price,,3-6 months,Offline store,Shoes,Shuttlecocks,Casual player,Somewhat important,Maybe,No,No,Yes,1500-3000,2000-5000,Skip,Likely,1,3,4,6
25-34,Female,Tier 1,Working Professional,Occasionally,Beginner,Society/club,Competition,Fitness,3+,Decathlon,Rarely,Performance,,3-6 months,Offline store,Shoes,,Casual player,Very important,No,Yes,Yes,No,0-500,2000-5000,Buy immediately,Neutral,0,3,4,3
25-34,Female,Tier 2,Working Professional,Occasionally,Beginner,Society/club,Stress relief,Socializing,1,Decathlon,2-3 months,Performance,,3-6 months,Online,Grips,Shoes,Fitness-focused,Not important,Yes,No,No,Yes,500-1500,5000-10000,Borrow,Likely,1,3,4,4
Under 18,Male,Tier 3,Others,1-2/week,Intermediate,Outdoor,Socializing,Fitness,1,Decathlon,2-3 months,Brand,Price,<1 month,Offline store,Shuttlecocks,,Fitness-focused,Somewhat important,No,No,Maybe,Maybe,500-1500,5000-10000,Buy immediately,Likely,1,5,7,4
18-24,Male,Tier 1,Student,Occasionally,Beginner,Indoor courts,Fitness,,1,Decathlon,2-3 months,Price,Recommendation,1-3 months,Offline store,Shuttlecocks,Grips,Casual player,Very important,Maybe,No,Maybe,Maybe,0-500,<2000,Skip,Very likely,1,3,4,3
18-24,Male,Tier 2,Working Professional,3-5/week,Advanced,Indoor courts,Socializing,,1,Li-Ning,2-3 months,Performance,Price,>6 months,Brand store,Shoes,Grips,Fitness-focused,Somewhat important,Maybe,No,Yes,Yes,1500-3000,<2000,Buy branded,Likely,1,7,10,6
18-24,Male,Tier 3,Student,Occasionally,Intermediate,Outdoor,Fitness,Competition,1,Li-Ning,2-3 months,Brand,,3-6 months,Offline store,Apparel,Strings,Casual player,Somewhat important,No,No,Yes,No,0-500,<2000,Buy immediately,Unlikely,0,4,6,2
25-34,Male,Tier 3,Business Owner,Rarely,Beginner,Society/club,Competition,,1,Decathlon,Rarely,Brand,,<1 month,Offline store,Grips,Shuttlecocks,Casual player,Somewhat important,Yes,Yes,Yes,Maybe,0-500,<2000,Buy immediately,Unlikely,0,2,3,2
18-24,Female,Tier 1,Working Professional,Daily,Competitive,Outdoor,Fitness,,2,Yonex,Rarely,Price,Recommendation,3-6 months,Brand store,Apparel,Strings,Aspiring professional,Somewhat important,No,Yes,No,Yes,1500-3000,2000-5000,Buy branded,Neutral,0,9,13,6
Under 18,Male,Tier 1,Others,1-2/week,Advanced,Indoor courts,Fitness,Socializing,1,Li-Ning,Monthly,Performance,Price,<1 month,Online,Shuttlecocks,Strings,Aspiring professional,Very important,Yes,No,Maybe,Yes,3000+,<2000,Buy immediately,Very likely,1,6,9,9
18-24,Male,Tier 2,Student,1-2/week,Intermediate,Outdoor,Fitness,Stress relief,2,Decathlon,Rarely,Brand,,3-6 months,Brand store,Shuttlecocks,Strings,Casual player,Very important,Yes,Yes,Maybe,Maybe,3000+,5000-10000,Buy immediately,Neutral,0,5,7,9
25-34,Male,Tier 2,Working Professional,Occasionally,Beginner,Society/club,Fitness,Stress relief,1,Yonex,Rarely,Performance,Price,3-6 months,Brand store,Apparel,Grips,Casual player,Not important,No,Yes,Yes,Maybe,0-500,<2000,Borrow,Very likely,1,3,4,2
Under 18,Male,Tier 1,Student,3-5/week,Advanced,Society/club,Competition,Fitness,3+,Yonex,Monthly,Brand,Price,<1 month,Offline store,Shuttlecocks,,Fitness-focused,Very important,Yes,No,Yes,Yes,3000+,5000-10000,Buy branded,Neutral,0,7,10,9
35-44,Male,Tier 1,Working Professional,Rarely,Beginner,Indoor courts,Socializing,,1,Decathlon,2-3 months,Price,Brand,3-6 months,Online,Apparel,Grips,Casual player,Not important,Maybe,No,Yes,Maybe,0-500,<2000,Borrow,Neutral,0,2,3,2
18-24,Female,Tier 3,Working Professional,1-2/week,Beginner,Outdoor,Competition,Fitness,2,Decathlon,Never,Brand,Performance,<1 month,Offline store,Shuttlecocks,,Fitness-focused,Not important,No,Yes,Yes,Yes,1500-3000,5000-10000,Skip,Very likely,1,4,5,6
18-24,Male,Tier 2,Working Professional,3-5/week,Competitive,Society/club,Socializing,Fitness,2,Li-Ning,2-3 months,Brand,Price,<1 month,Brand store,Shuttlecocks,Shoes,Aspiring professional,Somewhat important,Maybe,No,No,Yes,1500-3000,2000-5000,Buy branded,Likely,1,8,12,6
25-34,Female,Tier 3,Working Professional,Daily,Advanced,Outdoor,Stress relief,Fitness,3+,Yonex,Monthly,Recommendation,Performance,<1 month,Offline store,Apparel,Grips,Competitive player,Somewhat important,Yes,No,Yes,Yes,500-1500,<2000,Buy branded,Very likely,1,8,11,4
35-44,Male,Tier 3,Working Professional,Occasionally,Beginner,Indoor courts,Socializing,Fitness,1,Decathlon,2-3 months,Performance,,1-3 months,Offline store,Shuttlecocks,Grips,Casual player,Somewhat important,Maybe,No,Maybe,No,0-500,2000-5000,Skip,Neutral,0,3,4,2
18-24,Male,Tier 3,Student,Daily,Advanced,Outdoor,Fitness,Socializing,2,Yonex,2-3 months,Price,Performance,3-6 months,Online,Shuttlecocks,Grips,Fitness-focused,Somewhat important,Maybe,No,Yes,Yes,500-1500,2000-5000,Buy immediately,Likely,1,8,11,4
25-34,Male,Tier 1,Business Owner,3-5/week,Competitive,Outdoor,Stress relief,Competition,2,Yonex,Never,Recommendation,,<1 month,Online,Apparel,Strings,Fitness-focused,Somewhat important,Maybe,Yes,Yes,Maybe,0-500,<2000,Buy immediately,Likely,1,8,12,2
25-34,Female,Tier 3,Others,1-2/week,Advanced,Indoor courts,Socializing,Fitness,3+,Yonex,2-3 months,Performance,Price,1-3 months,Online,Shuttlecocks,,Casual player,Very important,Yes,Yes,Yes,Maybe,3000+,10000+,Buy branded,Very likely,1,6,9,9
18-24,Female,Tier 1,Student,1-2/week,Intermediate,Society/club,Competition,,3+,Yonex,Rarely,Price,Recommendation,<1 month,Offline store,Shuttlecocks,Grips,Fitness-focused,Somewhat important,Maybe,Yes,Yes,Yes,1500-3000,5000-10000,Buy immediately,Likely,1,5,7,6
35-44,Male,Tier 2,Working Professional,Occasionally,Beginner,Indoor courts,Stress relief,,1,Decathlon,Never,Recommendation,Price,>6 months,Offline store,Shuttlecocks,Grips,Casual player,Not important,Maybe,No,No,No,1500-3000,5000-10000,Skip,Unlikely,0,3,4,6
